肝胆相照;gān dǎn xiàng zhào;la bile reflète le foie;être loyal et dévoué l’un envers l’autre;ouvrir son cœur à quelqu'un;se confier sans réserve;parler à cœur ouvert;ouvrir son cœur à quelqu’un. ;;;;;;
破肝糜胃;pò gān mí wèi;foie brisé et estomac en bouillie;dévoué à la mort.;;;;;;;;;;
剖肝沥胆;pōu gān lì dǎn;couper le foie et s'égoutter la bile;faire montre de son foie et de sa bile;être franc et sincère;découvrir son âme (mettre son cœur à à nu);parler à cœur ouvert;être entièrement dévoué à quelqu'un (Aussi  披肝沥胆 pī gān lì dǎn 沥胆披肝 lì dǎn pī gān).;;;;;;
侠肝义胆;xiá gān yì dǎn;un foie chevaleresque et une bile juste;un tempérament chevaleresque;prêt à aider les faibles; un redresseur de torts.;;;;;;;;
承欢膝下;chéng huān xī xià;se réjouir du bonheur de ses parents (pour un enfant jeune « qui n’arrive pas aux genoux »);vivre en harmonie avec ses parents.;;;;;;;;;;
促膝谈心;cù xī tán xīn;genoux contre genoux et cœur ouvert;s’entretenir avec quelqu'un en toute intimité;parler cordialement avec quelqu'un;conversation détendue et sincère;parler en tête à tête;avoir une conversation intime.;;;;;;
盘膝而坐;pán xī ér zuò;s'asseoir en tailleur;assis en tailleur. ;;;;;;;;;;
膝痒搔背;xī yǎng sāo bèi;se gratter le dos pour une démangeaison au genou;mesure inadéquatene pas entrer dans le vif du sujet;;flairer le melon à la queue. ;;;;;;;;
屈膝投降;qū xī tóu jiàng;capituler en se mettant à genoux.;;;;;;;;;;;
喉长气短;hóu cháng qì duǎn;gorge large, respiration courte;s’égosiller ;crier à pleins poumons;;;;;;;;;
长舌之妇;cháng shé zhī fù;longue langue de femme;femme bavarde;perruche.;;;;;;;;;
赤舌烧城;chì shé shāo chéng;une langue de feu capable de mettre le feu à la ville;la calomnie constitue une arme redoutable;un coup de langue est pire qu’un coup de lance (Prov);la langue tue plus de gens que l’épée (que le glaive) (Prov.).;;;;;;;;
掉三寸舌;diào sān cùn shé;délier une langue de trois pouces;faire jouer son éloquence. ;;;;;;;;;;
费舌劳唇;fèi shé láo chún;dépenser sa langue et fatiguer ses lèvres;parler énormément;dépenser beaucoup de salive.;;;;;;;;;
老婆舌头;lǎo pó shé tou;avoir une langue de femme;colporter des commérages;bavardage indiscret.;;;;;;;;;
令人咂舌;lìng rén zà shé;faire claquer la langue de stupéfaction;stupéfiant.;;;;;;;;;;
巧舌如簧;qiǎo shé rú huáng;avoir la langue aussi agile qu’une anche qui vibre;avoir la langue dorée;avoir du bagout (Fam.). ;;;;;;;;;
饶舌调唇;ráo shé diào chún;qui a la langue bien pendue et parle avec aisance;bavard, cancanier, querelleur.;;;;;;;;;;
三寸之舌;sān cùn zhī shé;une langue de trois pouces;;avoir une langue bien affilée;avoir la langue dorée;avoir une grande facilité de parole;C'est un traquet de moulin, sa langue va comme un traquet de moulin.;;;;;;
舌敝唇焦;shé bì chún jiāo;avoir la langue usée et les lèvres desséchées ;avoir la gorge sèche à force de parler;avoir épuisé sa salive;s’épuiser à répéter les mêmes avis;conseiller quelqu'un avec un zèle inlassable (Aussi  唇焦舌敝 chún jiāo shé bì).;;;;;;;
舌战群儒;shé zhàn qún rú;une langue qui fait la guerre à un groupe de lettrés;défaire tous ses adversaires bien instruits;d’une éloquence capable de mettre tous les adversaires à court d’arguments. ;;;;;;;;;
白费唇舌;bái fèi chún shé;dépenser en vain ses lèvres et sa langue;dépenser sa salive pour rien;perdre son temps à essayer persuader;autant parler à un sourd;parler en pure perte;prêcher dans le désert;;c’est à perdre son latin (Aussi  徒费唇舌 tú fèi chún shé, 枉费唇舌 wǎng fèi chún shé).;;;;
唇齿相依;chún chǐ xiàng yī ;aussi liés que les lèvres et les dents;dépendre l’un de l’autre;interdépendance réciproque;étroitement solidaires;;être comme les cinq doigts de la main.;;;;;;
唇红齿白;chún hóng chǐ bái;lèvres rosées et dents blanches;beau, joli;gracieux, charmant.;;;;;;;;;
唇枪舌剑;chún qiāng shé jiàn;des lèvres semblables à un pistolet et une langue pareille à une épée;des coups de langue tranchants;se lancer des coups de bec;s’entraccuser violemment;une passe d'armes (une joute oratoire).;;;;;;;
唇亡齿寒;chún wáng chǐ hán;sans les lèvres, les dents s’exposent au froid; le toit enlevé, il pleut dans la maison;partager le même destin;avoir un sort commun;vivre en relations étroites.;;;;;;;
反唇相讥;fǎn chún xiāng jī;retourner les lèvres pour se moquer à son tour;retourner une critique à quelqu'un;contre-attaquer;répliquer de manière caustique;donner du bec (Aussi  反唇相稽 fǎn chún xiàng jī).;;;;;;;
摇唇鼓舌;yáo chún gǔ shé;remuer les lèvres et agiter la langue;bavarder;rabâcher ;faire jouer sa langue (Aussi  摇吻鼓舌 yáo wěn gǔ shé). ;;;;;;;;
爱不释手;ài bú shì shǒu ;aimer tellement une chose qu'on ne peut pas la lâcher de la main;garder comme une relique.;;;;;;;;;;
碍手碍脚;ài shǒu ài jiǎo;gêner la main, gêner le piedgênant, gêneur;être embarrassant (encombrant) (Aussi  绊手绊脚 bàn shǒu bàn jiǎo).;;;;;;;;;;
白手起家;bái shǒu qǐ jiā;construire sa maison avec les mains vides;se faire une situation à partir de zéro;faire sa fortune à la force du poignet (Aussi  白手成家shǒu chéngjiā白手兴家báishǒu xīng jiā).;;;;;;;;;
笨手笨脚;bèn shǒu bèn jiǎo;main et pied maladroits;lent et lourd dans ses mouvements;être maladroit et pataud;s’y prendre comme un pied;être comme un éléphant dans un magasin de porcelaine.;;;;;;;
比手画脚;bǐ shǒu huà jiǎo;gesticuler de la main et dessiner du pied;gesticulergesticuler en parlant;critiquer (commander) avec force gestes autoritaires (Aussi  指手画脚 zhǐ shǒu huà jiǎo指手划脚 zhǐ shǒu huà jiǎo).;;;;;;;;;
不择手段;bú zé shǒuduàn;ne pas choisir sa manière de faire;user de tous expédients;n'avoir aucun scrupule à faire quelque chose;ne reculer devant rien pour arriver à ses fins;faire flèche de tout bois;La fin justifie les moyens (Prov.);Qui veut la fin veut les moyens (Prov.).;;;;;
猜拳行令;cāi quán xíng lìng ;jeu de poing, à qui perd boit.;;;;;;;;;;;
赤手空拳;chì shǒu kōng quán;avoir les mains et les poings nus;être sans arme;à mains nues.;;;;;;;;;
出手得卢;chū shǒu dé lú;sortir la main et gagner ;gagner le meilleur lot à son premier dé;réussir du premier coup (du premier jet). ;;;;;;;;;
垂手侍立;chuí shǒu shì lì;se tenir tout droit les mains pendantes;rester au garde-à-vous respectueux.;;;;;;;;;;
措手不及;cuò shǒu bú jí;une main qui n’arrive pas à gérer;être pris au dépourvu (à l’improviste);être surpris;prendre au dépourvu;ne pas laisser (ou ne pas avoir) le temps de se ressaisir (de reprendre ses esprits);à brûle-pourpoint;;prendre (faire quelque chose) au pied levé.;;;;
大打出手;dà dǎ chū shǒu;en venir aux mains;;se battre à corps perdu;donner toute sa mesure dans le corps à corps;se battre comme des chiffonniers.;;;;;;;
大手大脚;dà shǒu dà jiǎo;grand main, grand pied;dépenser sans compter;faire les choses grandement;avoir la main large;tailler en plein drap (en plein étoffe). ;;;;;;;
刀笔老手;dāo bǐ lǎo shǒu;une vieille main qui a l’expérience du couteau et du stylo;avocat possédant une riche expérience;être versé dans les (rompu aux) artifices de procédure;être rompu à quelque chose.;;;;;;;;
抵掌而谈;dǐ zhǎng ér tán;parler en topant (frappant la main);toper en signe d’accord;conversation familière et cordiale. ;;;;;;;;;
动手动脚;dòng shǒu dòng jiǎo;laisser trop de liberté à ses mains et à ses pieds;être impertinent avec une fille;frapper quelqu'un avec les mains et les pieds;se mettre à faire quelque chose.;;;;;;;;
扼腕长叹;è wàn cháng tàn;tenir le poignet d’autrui et pousser de longs soupirs;pousser de gros soupirs de regret ou d’émotion. ;;;;;;;;;;
反手可得;fǎn shǒu kě dé;obtenir (réussir) en un tournemain;être tout à fait accessible.;;;;;;;;;;
抚掌大笑;fǔ zhǎng dà xiào;frapper les mains et rire à haute voix.;;;;;;;;;;;
高抬贵手;gāo tái guì shǒu;veuillez lever haut votre main en signe de miséricorde;laissez passer pour cette fois.;;;;;;;;;;
拱手让人;gǒng shǒu ràng rén;céder en joignant les mains devant la poitrine;céder quelque chose à quelqu’un.;;;;;;;;;;
孤掌难鸣;gū zhǎng nán míng;une main seule ne peut claquer;l’effort d'un seul peut difficilement aboutir;seul, on n’arrive à rien.;;;;;;;;;
股掌之上;gǔ zhǎng zhī shàng;avoir quelqu'un dans sa main;disposer à son gré de quelqu'un;;avoir quelqu’un dans sa manche. ;;;;;;;;
花拳秀腿;huā quán xiù tuǐ;le poing comme une fleur et la jambe élégante;un joli coup inefficace;un tour apparemment bien joué mais vain.;;;;;;;;;
慌手慌脚;huāng shǒu huāng jiǎo;main et pied troublés;être affolé et se précipiter;dans l'affolement et la précipitation.;;;;;;;;;
挥手告别;huī shǒu gào bié;agiter la main pour dire au revoir;faire un signe de la main en guise d’adieu.;;;;;;;;;;
假手于人;jiǎ shǒu yú rén;prêter main aux autres;agir par personne interposée;se servir de quelqu'un pour commettre des méfaits. ;;;;;;;;;
举手投足;jǔ shǒu tóu zú;lever la main et le pied;chaque geste et chaque mouvement. ;;;;;;;;;;
举手之劳;jǔ shǒu zhī láo;n’avoir qu’à lever la main pour;n’avoir qu’un geste à faire pour…;(réussir) haut la main.;;;;;;;;;
空手而归;kōng shǒu ér guī;revenir les mains vides;rentrer bredouille;s'en retourner comme on est venu. ;;;;;;;;;
两手空空;liǎng shǒu kōngkōng;avoir les mains vides;les deux mains nues. ;;;;;;;;;;
了如指掌;le rú zhǐ zhǎng ;connaître sur le bout des doigts;connaître sur le bout des ongles;;connaître par cœur.;;;;;;;;
毛手毛脚;máo shǒu máo jiǎo;main et pied ardents;être téméraire;prendre à la légère;faire quelque chose à la volée. ;;;;;;;;
妙手丹青;miào shǒu dān qīng;main adroite et peinture géniale;un excellent peintre.;;;;;;;;;;
妙手空空;miào shǒu kōngkōng;tout est vide après le passage d’une main adroite;pickpocket;voleur à la tire;dextérité merveilleuse;homme d’affaires dépourvu de capitaux, mais habile à se procurer des fonds.;;;;;;;
妙手回春;miào shǒu huí chūn;main adroite qui ramène la santé;médecin habile qui rend la santé (la vie).;;;;;;;;;;
摩拳擦掌;mó quán cā zhǎng;se frotter les mains et se masser les poings;serrer les poings;retrousser ses manches;se préparer à se battre;brûler d’envie d’aller au travail.;;;;;;;
拿手好戏;ná shǒu hǎo xì;bon spectacle donné par une main habile;répertoire qu'un acteur excelle à interpréter;;un coup de maître;être rompu à …;un tour de force;c’est un triomphe;son meilleur numéro. ;;;;
蹑手蹑脚;niè shǒu niè jiǎo;mains et pieds silencieux; marcher sur la pointe des pieds;marcher furtivement;à pas feutrés;aux allures de félin;à pas de loup (Aussi  捏手捏足 niē shǒu niē zú).;;;;;;
拍手称快;pāi shǒu chēng kuài;battre des mains en signe de joie;applaudir vivement quelque chose;bondir de joie.;;;;;;;;;
胼手胝足;pián shǒu zhī zú;avoir les mains et les pieds couverts de callosités;travailleur chevronné.;;;;;;;;;;
七手八脚;qī shǒu bā jiǎo;sept mains et huit pieds s’y mettent;on s'affaire (s’empresse) pêle-mêle;tous se mettent de la partie;confusément;une confusion fiévreuse.;;;;;;;
亲如手足;qīn rú shǒu zú;être proches comme les mains et les pieds;;être comme les cinq doigts de la main;liés comme des frères (Aussi  情同手足 qíng tóng shǒu zú情若手足 qíng ruò shǒu zú).;;;;;;;;
轻手轻脚;qīng shǒuqīng jiǎo;main et pied légers;doucement.;;;;;;;;;;
拳打脚踢;quán dǎjiǎo tī;donner des coups de poing et de pied;une avalanche de coups. ;;;;;;;;;;
人多手杂;rén duō shǒu zá;trop de gens et trop de mains;trop de gens se mêlent  de la partie;mettre tous la main à la pâte.;;;;;;;;;
撒手不管;sā shǒu bù guǎn;laisser la main et ne plus gérer lâcher prise sans se soucier de;abandonner une entreprise par dépit;laisser en plan (en rade);se retirer sous sa tente. ;;;;;;;;
上下其手;shàng xià qí shǒu;la main va en haut et en bas;recourir à l’intrigue;manœuvrer pour arriver à ses fins perfides;être de connivence avec;tourner les textes de loi à son avantage. ;;;;;;;
双手赞成;shuāng shǒu zàn chéng;approuver avec les deux mains;exprimer son approbation chaleureuse (enthousiaste).;;;;;;;;;;
撒手尘寰;sā shǒu chén huán;lâcher des mains le monde;quitter le monde;mourir;décéder.;;;;;;;;
手不释卷;shǒu bú shì juàn;avoir toujours un livre à la main;être très studieux;rester collé (cloué) à sa lecture.;;;;;;;;;
手到擒来;shǒu dào qín lái;attraper d’un seul coup;capturer un ennemi sans la moindre peine;"sûr ; assuré (Aussi  手到拿来shǒu dào ná lái). ";;;;;;;;;
手下败将;shǒu xià bài jiāng;adversaire vaincu par la main d’autrui;adversaire défait.;;;;;;;;;;
手下留情;shǒu xià liú qíng   témoigner de l’indulgence envers quelqu'un;accorder un sursis à un criminel;ne pas être trop dur dans l’exécution de son pouvoir. ;;;;;;;;;;
手眼通天;shǒu yǎn tōng tiān;mains et yeux mènent au ciel;être plein d’artifices;connaître toutes les ruses;être habile à s'introduire auprès des personnes en place.;;;;;;;;
手足异处;shǒu zú yì chù ;la tête et les pieds séparés;être démembré (décapité).;;;;;;;;;;
手足之情;shǒu zú zhī qíng;affection entre les mains et les pieds;affection fraternelle.;;;;;;;;;;
束手束脚;shù shǒu shù jiǎo;avoir les mains et les pieds liés;avoir (être) pieds et poings liés;se sentir ligoté;incapable d'agir à sa guise.;;;;;;;;
甩手掌柜;shuǎi shǒu zhǎng guì;un patron qui s’en lave les mains;directeur(rice) qui se contente de commander et ne travaille pas lui-même;dirigeant(e) purement nominal(e) et irresponsable.;;;;;;;;;
手不停挥;shǒu bú tíng huī;la main ne cesse pas de bouger;ne cesser d'écrire;écrire sans cesse.;;;;;;;;;
手脚并用;shǒu jiǎo bìng yòng;utiliser à la fois les mains et les pieds;en avoir plein de dos. ;;;;;;;;;;
手到病除;shǒu dào bìng chú;au premier contact de la main, la maladie disparaît (le mal est éliminé);main adroite qui ramène la santé;la maladie disparaît à son toucher (en parlant d'un médecin) (Aussi  药到病除 yào dào bìng chú).;;;;;;;;;
手疾眼快;shǒu jí yǎn kuài;avoir la main leste et l'œil prompt (perçant);au geste rapide et à l’œil vif;vif (Aussi  手急眼快 shǒu jí yǎn kuài).;;;;;;;;;
手忙脚乱;shǒu máng jiǎo luàn;main occupée et pieds en désordre;;ne savoir sur quel pied danser;se démener;ne savoir où donner de la tête (Aussi  手脚无措 shǒu jiǎo wú cuò手脚忙乱 shǒu jiǎo máng luàn).;;;;;;;
手无寸铁;shǒu wú cùn tiě;une main qui n’a pas un pouce de fer;être sans armes;les mains nues.;;;;;;;;;
手舞足蹈;shǒu wǔ zú dǎo; danser des mains et trépigner des piedsdanser (sauter, bondir) de joie;être transporté de joie;gesticuler;se taper les cuisses de contentement (Fam.).;;;;;;;;
手足无措;shǒu zú wú cuò;ne savoir que faire de ses mains ni où mettre ses pieds;être désemparé (embarrassé, décontenancé);être pris au dépourvu;ne savoir où se mettre;perdre pied;ne savoir quelle contenance prendre. ;;;;;;
束手待毙;shù shǒu dài bì;attendre la mort les mains liées (les bras croisés);se résigner à sa mort (à sa perte, à son sort) (Aussi  束手待死 shù shǒu dài sǐ束手就毙 shù shǒu jiù bì).;;;;;;;;;;
束手就擒;shù shǒu jiù qín;se livrer à quelqu'un pieds et poings liés;;se soumette sans résistance;se constituer prisonnier;être réduit à l’impuissance;être à bout de ressources (Aussi  束手就缚 shù shǒu jiù fù).;;;;;;
束手无策;shù shǒu wú cè;les mains liées et sans stratagèmes;croiser les bras sans savoir que faire;ne plus savoir que faire;ne savoir quel parti prendre;demeurer sans ressources devant quelque chose (Aussi  束手无措 shù shǒu wú cuò束手无计 shù shǒu wú jì).;;;;;;;
缩手缩脚;suō shǒu suō jiǎo;rétracter mains et pieds;agir avec timidité;se pelotonner de froid ou de peur;être timoré et velléitaire.;;;;;;;;
唾手可得;tuo shǒu kě dé;réussir en crachant dans ses mains;obtenir quelque chose sans se donner la moindre peine;s'emparer de quelque chose, sans le moindre effort;;avoir à portée de main;sans remuer le petit doigt (Aussi  垂手而得 chuí shǒu ér dé唾手可取 tuò shǒu kěqǔ).;;;;;;
握拳透爪;wò quán tòu zhǎo;serrer tellement les poings que les ongles percent la main;rougir de fureur;;haïr jusqu'à la moelle des os.;;;;;;;;
握手言和;wò shǒu yán hé;faire la paix en se serrant la mainse réconcilier en se serrant la main et en parlant amicalement  donner le baiser de paix à quelqu'un;une poignée de main en signe de réconciliation. ;;;;;;;;;;
握手言欢;wò shǒu yán huān;se serrer la main et parler joyeusement;se réconcilier  donner le baiser de la paix à quelqu’un.;;;;;;;;;;
惜指失掌;xī zhǐ shī zhǎng;ménager un doigt et perdre la main;faire un trou pour ôter une tache. ;;;;;;;;;;
洗手奉职;xǐ shǒu fèng zhí;garder ses mains propres dans l’accomplissement de ses fonctions;être intègre et honnête à son poste. ;;;;;;;;;;
洗手不干;xǐ shǒu bú gàn;se laver les mains et ne plus y toucher (quitter la bande);ne plus faire de mal et s’en laver les mains;abandonner le bateau. ;;;;;;;;;
小手小脚;xiǎo shǒu xiǎo jiǎo;petite main et petit pied;agir avec timidité (avec hésitation);agir avec mesquinerie;;faire dans la dentelle.;;;;;;;
携手并进;xié shǒu bìng jìn;avancer la main dans la main;marcher côte à côte. ;;;;;;;;;;
信手拈来;xìn shǒu niān lái;au gré de la main obtenir quelque chose en passant;émailler son récit d'expression et de citations heureuses (en parlant du style);un style qui coule de source;avoir la plume facile.;;;;;;;;
袖手旁观;xiù shǒu páng guān;regarder quelque chose les mains dans les manches;assister à quelque chose, les bras croisés;se croiser les bras;rester indifférent à …;regarder en spectateur (Aussi  旁观袖手 páng guān xiù shǒu缩手旁观 suō shǒu páng guān).;;;;;;;
揎拳捋袖;xuān quán lǚ xiù;retrousser ses manches et montrer ses poings;être furieux et prêt à frapper;s'apprêter à passer à l’action.;;;;;;;;;
一手一足;yī shǒu yī zú;une seule main et un seul pied;une force limitée.;;;;;;;;;;
以手加额;yǐ shǒu jiā é;porter ses mains à ses tempes (au front) (en signe de joie, de félicitation, de vénération);être très content. ;;;;;;;;;;
一手包办;yī shǒu bāo bàn;une main qui se charge de tout;s’occuper seul d’une affaire;se charger entièrement et exclusivement de quelque chose;mener une affaire (un travail) par la force d’une seule (et unique) main;s'occuper à soi seul d'une affaire (ne laissant le soin à nul autre) (Aussi  一手包揽 yī shǒu bāolǎn).;;;;;;;
一手遮天;yī shǒu zhē tiān;couvrir le ciel d’une seule main;;s’arroger le pouvoir de faire la pluie et le beau temps;tromper l'opinion publique.;;;;;;;;
易如反掌;yì rú fǎn zhǎng;aussi facile que tourner la main;en un tournemain;ce n'est qu'un jeu (Aussi  易如翻掌 yì rú fān zhǎng易于反掌 yì yú fǎn zhǎng).;;;;;;;;;
游手好闲;yóu shǒu hǎo xián;ne rien faire de ses dix doigts;;être (rester)oisif;mener une vie oisive;croupir dans l’oisiveté;perdre son temps à des riens;avoir les deux pieds dans le même sabot (Fam.);ne pas en fiche une ramée (Fam.).;;;;
掌声雷动;zhǎng shēng léi dòng;un tonnerre d’applaudissements;applaudir à tout rompreune salve d’applaudissements. ;;;;;;;;;;
掌上明珠;zhǎng shàng míng zhū;perle brillante au creux de la main;personne adorée;fille considérée comme un trésor par ses parents;fille choyée des parents. ;;;;;;;;
炙手可热;zhì shǒu kě rè;comme une flamme qui brûle la main de qui s'en approche;être très influent dans les affaires d’état;homme puissant devant qui tout doit plier. ( Aussi  炙手而热 zhì shǒu ér rè). ;;;;;;;;;
斫轮老手;zhuó lún lǎo shǒu;vieille main= vieil artisan fabriquant des roues;personne rompue à son métier;personne expérimentée;cheville ouvrière;;;;;;;;
洗髓伐毛;xǐ suǐ fá máo;nettoyer la moelle et raser le poil;se laver entièrement de ses taches;renaître.;;;;;;;;;
浃髓沦肤;jiā suǐ lún fū;imbiber la moelle et pénétrer la peau;atteint d’un sentiment profond.;;;;;;;;;;
鼻青脸肿;bí qīng liǎn zhǒng ;nez bleu et visage gonflé;un visage couvert de bleus;;œil au beurre noir et nez tuméfié (Aussi  鼻青眼肿 bí qīng yǎn zhǒng).;;;;;;;;
嗤之以鼻;chī zhī yǐ bí;se moquer de quelqu'un en soufflant du nez pour marquer son mépris;;faire un pied de nez à quelqu'un;faire fi de quelque chose;;faire la nique à quelqu'un (à quelque chose);;rire au nez de quelqu'un;s’en soucier comme d'une guigne.;;;
仰人鼻息;yǎng rén bí xī;dépendre de la respiration (du nez) de quelqu'un;vivre à la faveur de la respiration d’autrui;obéir à quelqu'un au doigt et à l'œil;obéir aux moindres volontés de quelqu'un;se soumettre aux exigences de quelqu'un;être sous la coupe de quelqu'un (Aussi  仰承鼻息 yǎng chéng bí xī).;;;;;;
不绝于耳;bù jué yú’ ěr;résonner sans cesse aux oreilles;voix agréable qui continue à résonner aux oreilles.;;;;;;;;;;
不堪入耳;bú kān rù ěr;(parole) indigne d'être écoutée;(parole) qui outrage (profane) les oreilles;;des propos à faire rougir les singes. ;;;;;;;;
侧耳细听;cè ěr xì tīng;tendre l’oreille pour écouter attentivement;l'oreille aux aguets;tendre l’oreille.;;;;;;;;;
充耳不闻;chōng ěr bú wén;;faire la sourde oreille à;;se boucher les oreilles;rester sourd à (Aussi  东风马耳 dōng fēng mǎ ěr).;;;;;;;
耳鬓厮磨;ěr bìn sī mó   ; comme des oreilles et des cheveux qui se frottent;intimité très étroite;profonde affection mutuelle (entre époux ou amis). ;;;;;;;;;
耳聪目明;ěr cōng mù míng;ouïe fine et vue claire;avoir l’esprit éveillé (alerte).;;;;;;;;;;
耳聋眼花;ěr lóng yǎn huā ;les oreilles sourdes et la vue troublée;être âgé.;;;;;;;;;;
耳目心腹;ér mù xīn fù;être les oreilles, les yeux et le cœur de quelqu'un;être l’âme damnée de  confident;alter ego.;;;;;;;;;
耳目一新;ěr mù yī xīn;tout est neuf pour les yeux et les oreilles;tout ce qu'on voit et entend semble nouveau;aspect entièrement renouvelé;on n’a jamais rien vu de semblable. ;;;;;;;;
耳软心活;ěr ruǎn xīn huó;avoir des oreilles souples et un cœur mobile;être crédule;se laisser facilement influencer;;être souple comme un gant.;;;;;;;
耳食之言;ěr shí zhī yán ;des oreilles qui mangent les paroles;des on-dit;par ouï-dire;gober le premier bruit venu;boire les paroles de quelqu’un.;;;;;;;
耳视目食;ěr shì mù shí;voir par les oreilles et manger par les yeux;agir de façon absurde;à l'encontre du bon sens;mettre la charrue avant les bœufs (Prov.).;;;;;;;;
耳熟能详;ěr shú néng xiáng;ce qui est familier à l’oreille peut être détaillé;avoir si souvent entendu quelque chose qu’on peut le raconter avec facilité;;savoir quelque chose sur le bout des doigts.;;;;;;;;
耳顺之年;ěr shùn zhī nián;à l'âge de soixante ans, on peut juger d’une vérité en écoutant les paroles des autres;à l'âge mûr de 60 ans.;;;;;;;;;;
耳提面命;ěr tí miàn mìng;instruire quelqu'un en lui tirant les oreilles;tirer l’oreille de quelqu'un pour lui donner des instructions;;faire entrer à coups de marteau quelque chose dans la tête de quelqu'un;instruire quelqu'un avec zèle;imprimer une chose dans l'esprit de quelqu'un à force de la répéter.;;;;;;
耳听八方;ěr tīng bā fāng;une oreille écoute dans huit directions;;tendre l'oreille à tout;avoir l'esprit en éveil.;;;;;;;;
耳闻目睹;ěr wén mù dǔ;entendu de ses propres oreilles et vu de ses propres yeux;être le témoin oculaire de;constater. ;;;;;;;;;
耳根清静(净);ěr gēn qīng jìng (jìng);avoir les oreilles tranquilles;ne pas être dérangé par des bavardages importuns.;;;;;;;;;;
附耳低语;fù 'ěr dī yǔ;chuchoter à l’oreille;;dire de bouche à oreille;se souffler à l’oreille;souffler un mot à l'oreille de quelqu'un;;dire dans le creux de l’oreille.;;;;;
隔墙有耳;gé qiáng yǒu ěr;les murs ont des oreilles (Prov.);;;;;;;;;;;
贵耳贱目;guì ěr jiàn mù;oreilles chères et yeux bon marché;croire davantage ses oreilles que ses yeux;accorder plus de créance à ce qu’on entend qu’à ce qu’on voit;croire plus des ouï-dire que la réalité ;se fier aux rumeurs;se contenter de rapports sans enquêter soi-même (Aussi  以耳代目 yǐ ěr dài mù). ;;;;;;
酒酣耳热;jiǔ hān ‘ěr rè;vin grisant, oreilles échauffées;un vin qui monte à la tête;;être un peu gris (un peu pompette).;;;;;;;;
倾耳而听;qīng ěr ér tīng;prêter une oreille attentiveécouter attentivement;tendre l’oreille;être tout ouïe;;boire les paroles de quelqu’un.;;;;;;;
倾耳注目;qīng ěr zhù mù;l’oreille tendue et les yeux fixés;écouter et regarder attentivement;être tout yeux tout ouïe; être tout yeux  tout oreilles (Aussi  倾耳拭目qīng ěr shì mù).;;;;;;;;
如雷贯耳;rú léi guàn’ěr;comme un tonnerre à travers mes oreilles;le bruit de votre célébrité emplit mes oreilles comme celui du tonnerre (formule de politesse). ;;;;;;;;;;
双豆塞耳;shuāng dòu sāi ěr;avoir les oreilles bouchées de deux grains de soja;trompé par un petit profit temporaire;ne pas savoir discerner l’essentiel.;;;;;;;;;
洗耳恭听;xǐ ěr gōng tīng;se laver les oreilles pour écouter avec respect;écouter avec attention et déférence;prêter une oreille attentive et respectueuse;écouter de toutes ses oreilles;être tout ouïe (Aussi  洗耳拱听 xǐ ěr gǒng tīng).;;;;;;;
掩耳盗铃;yǎn ěr dào líng;se boucher les oreilles pour voler la cloche (en s’imaginant qu’on ne sera pas vu);s’illusionner;vouloir supprimer les faits en les niant;faire l’autruche.;;;;;;;;
言犹在耳;yán yóu zài 'ěr;des paroles qui résonnent encore aux oreilles;des propos encore frais dans la mémoire;des paroles encore fraîches dans l’esprit.;;;;;;;;;
遮人耳目;zhē rén ’ěr mù;vouloir voiler les yeux et boucher les oreilles d’autrui induire en erreur ;duper;donner le change à quelqu'un;;jeter de la poudre aux yeux (Aussi  掩人耳目 yǎn rén ěr mù).;;;;;;;
震耳欲聋;zhèn ěr yù lóng;casser oreilles jusqu’à la surdité;être assourdissant  ;casser (rebattre) les oreilles à quelqu’un.;;;;;;;;;
属垣有耳;zhǔ yuán yǒu ěr;;les murs ont des oreilles (Prov.);mettre quelqu'un sur écoutes.;;;;;;;;;
抓耳挠腮;zhuā ěr náo sāi ;se gratter les oreilles et se frotter les joues;;être sur le gril;se trouver dans un grand embarras;;ne pas savoir sur quel pied danser.;;;;;;
白眼相加;bái yǎn xiàng jiā;regarder quelqu'un d'un mauvais œil;regarder quelqu'un avec mépris (Aussi  白眼相看 bái yǎn xiāng kàn).;;;;;;;;;;
闭目塞听;bì mù sāi tīng;fermer les yeux et se boucher les oreilles;se couper complètement de la réalité;avoir du coton dans les oreilles;ne voir que son clocher;;pratiquer la politique de l’autruche. ;;;;;;
不堪入目;bú kān rù mù;être indigne d'être vu ou d'être lu;qui offense l’œil;insupportable à la vue ;qui salit les yeux;un spectacle à faire rougir les singes.;;;;;;;
擦亮眼睛;cā liàng yǎn jīng;s’éclairer les yeux (se désabuser, se détromper);revenir de ses illusions;être tout yeux.;;;;;;;;;
侧目而视;cè mù ér shì;regarder du coin de l’œil;ne pas oser regarder quelqu'un en face;regarder quelqu'un de traversregarder quelqu'un avec mécontentement (mépris, répugnance);regard torve.;;;;;;;;
瞠目结舌;chēng mù jié shé;avoir les yeux écarquillés et la langue liée;très étonné (ahuri, éberlué);rester (demeurer) bouche bée;;en rester comme deux ronds de flan (Fam.).;;;;;;;
触目皆是;chù mù jiē shì;être vu de partout.;;;;;;;;;;;
触目惊心;chù mù jīng xīn   ; qui frappe les regards et surprend le cœur;qui produit une vive impression sur l’esprit;saisissant (frappant, poignant, bouleversant, impressionnant);choquant (révoltant, répugnant) (Aussi  怵目惊心 chù mù jīng xīn).;;;;;;;;
